N. POZZO;DATA;LIVELLO STATICO - m s.l.m.;LIVELLO DA PR - m;NOTE LIVELLO;data epoch
1034;15/04/2013;;-1.76;-;5218
1034;19/06/2013;;-2.02;-;5283
1034;26/08/2013;;-2.27;-;5351
1034;09/05/2019;;-1.85;-;7433
1034;05/11/2019;;-2.26;-;7613
1034;03/05/2021;;-2.11;-;8158
1034;29/11/2021;;-2.24;-;8368
1035;18/06/2012;;-2.9;-;4917
1035;27/08/2012;;-4.12;-;4987
1035;15/10/2012;;-3.7;-;5036
1035;10/12/2012;;-2.69;-;5092
1035;18/02/2013;;-1.4;-;5162
1035;15/04/2013;;-1.19;-;5218
1035;19/06/2013;;-1.57;-;5283
1035;26/08/2013;;-1.96;-;5351
1035;09/03/2015;;-0.87;-;5911
1035;09/09/2015;;-2.38;-;6095
1035;10/12/2015;;-2.5;-;6187
1035;08/03/2016;;-1.15;-;6276
1035;07/06/2016;;-1.3;-;6367
1035;04/05/2021;;-2.1;-;8159
1035;29/11/2021;;-2.13;-;8368
1036;18/06/2012;;-0.95;-;4917
1036;27/08/2012;;-1.74;-;4987
1036;15/10/2012;;-1.11;-;5036
1036;10/12/2012;;-0.55;-;5092
1036;18/02/2013;;-0.47;-;5162
1036;15/04/2013;;-0.55;-;5218
1036;19/06/2013;;-0.87;-;5283
1036;23/07/2013;;-1.38;-;5317
1036;26/08/2013;;-1.05;-;5351
1036;12/10/2013;;-0.97;-;5398
1036;31/01/2014;;-0.05;-;5509
1036;17/04/2014;;-1.01;-;5585
1036;23/07/2014;;-0.9;-;5682
1036;21/10/2014;;;N.R.;5772
1036;23/02/2015;;-0.65;-;5897
1036;20/04/2015;;-0.71;-;5953
1036;24/07/2015;;-1.44;-;6048
1036;05/11/2015;;-1.14;-;6152
1036;01/02/2016;;-1;-;6240
1036;18/04/2016;;-0.85;-;6317
1036;15/07/2016;;-1.09;-;6405
1036;08/11/2016;;-0.6;-;6521
1036;27/01/2017;;-0.9;-;6601
1036;02/05/2017;;-0.76;-;6696
1036;21/07/2017;;-1.57;-;6776
1036;31/10/2017;;-1.27;-;6878
1036;26/01/2018;;-0.82;-;6965
1036;09/04/2018;;-0.68;-;7038
1036;16/07/2018;;-1.01;-;7136
1036;05/11/2018;;-0.4;-;7248
1036;23/01/2019;;-0.89;-;7327
1036;09/04/2019;;-0.78;-;7403
1036;16/07/2019;;-0.98;-;7501
1036;28/10/2019;;-1.04;-;7605
1036;30/01/2020;;-0.8;-;7699
1036;09/04/2020;;-0.93;-;7769
1036;16/07/2020;;-1.37;-;7867
1036;02/11/2020;;-1.02;-;7976
1036;22/01/2021;;-0.78;-;8057
1036;12/04/2021;;-0.45;-;8137
1036;12/07/2021;;-0.98;-;8228
1036;25/10/2021;;-1.3;-;8333
1037;21/06/2012;;-1.57;-;4920
1037;30/08/2012;;-2.18;-;4990
1037;18/10/2012;;-2.1;-;5039
1037;20/12/2012;;-1.15;-;5102
1037;21/02/2013;;-0.98;-;5165
1037;18/04/2013;;-1.2;-;5221
1037;20/06/2013;;-1.24;-;5284
1037;29/08/2013;;-1.5;-;5354
1037;18/03/2015;;-1.17;-;5920
1037;10/09/2015;;-1.8;-;6096
1037;03/12/2015;;-1.8;-;6180
1037;07/03/2016;;-0.96;-;6275
1037;06/06/2016;;-1.83;-;6366
1037;05/05/2021;;-1.32;-;8160
1037;02/11/2021;;-1.63;-;8341
1038;18/06/2012;;-0.97;-;4917
1038;28/08/2012;;-1.94;-;4988
1038;16/10/2012;;-1.98;-;5037
1038;11/12/2012;;-1.1;-;5093
1038;19/02/2013;;-0.2;-;5163
1038;16/04/2013;;-0.24;-;5219
1038;18/06/2013;;-0.53;-;5282
1038;27/08/2013;;-1.45;-;5352
1038;10/03/2015;;-0.39;-;5912
1038;17/09/2015;;-1.6;-;6103
1038;15/12/2015;;-1.52;-;6192
1038;09/03/2016;;;N.R.;6277
1038;08/06/2016;;-0.2;-;6368
1038;24/05/2021;;-0.45;-;8179
1038;04/11/2021;;-1.4;-;8343
1039;27/06/2012;;-2.5;-;4926
1039;03/09/2012;;-3.1;-;4994
1039;23/10/2012;;-2.98;-;5044
1039;17/12/2012;;-1.7;-;5099
1039;25/02/2013;;-1.08;-;5169
1039;22/04/2013;;-1.08;-;5225
1039;24/06/2013;;-1.5;-;5288
1039;03/09/2013;;-1.94;-;5359
1039;24/03/2015;;-3.7;-;5926
1039;21/09/2015;;-1.99;-;6107
1039;17/12/2015;;-2.44;-;6194
1039;23/03/2016;;-1.2;-;6291
1039;22/06/2016;;-1.1;-;6382
1039;26/05/2021;;-1.72;-;8181
1039;22/11/2021;;-2.74;-;8361
1040;27/06/2012;;-2.95;-;4926
1040;03/09/2012;;-3.3;-;4994
1040;23/10/2012;;-3.3;-;5044
1040;17/12/2012;;-2.25;-;5099
1040;25/02/2013;;-1.15;-;5169
1040;22/04/2013;;-1.15;-;5225
1040;24/06/2013;;-1.6;-;5288
1040;03/09/2013;;-2.07;-;5359
1040;06/05/2019;;-1.78;-;7430
1040;05/11/2019;;-2.01;-;7613
1040;26/05/2021;;-1.74;-;8181
1040;22/11/2021;;-2.74;-;8361
1041;27/06/2012;;-1.1;-;4926
1041;03/09/2012;;-1.42;-;4994
1041;22/10/2012;;-1.09;-;5043
1041;17/12/2012;;-0.35;-;5099
1041;25/02/2013;;-0.18;-;5169
1041;23/04/2013;;-0.1;-;5226
1041;24/06/2013;;-0.4;-;5288
1041;03/09/2013;;-0.75;-;5359
1041;24/03/2015;;-0.1;-;5926
1041;14/09/2015;;-0.72;-;6100
1041;14/12/2015;;-1.27;-;6191
1041;14/12/2015;;-1.27;-;6191
1041;22/03/2016;;;N.R.;6290
1041;23/06/2016;;-0.3;-;6383
1042;19/06/2012;;-2.5;-;4918
1042;28/08/2012;;-3.09;-;4988
1042;16/10/2012;;-2.57;-;5037
1042;12/12/2012;;-1.5;-;5094
1042;19/02/2013;;-0.7;-;5163
1042;23/04/2013;;-0.98;-;5226
1042;18/06/2013;;-1.37;-;5282
1042;27/08/2013;;-1.75;-;5352
1043;27/06/2012;;-1.85;-;4926
1043;03/09/2012;;-2.39;-;4994
1043;22/10/2012;;-2.02;-;5043
1043;17/12/2012;;-1.25;-;5099
1043;25/02/2013;;-1;-;5169
1043;22/04/2013;;-0.55;-;5225
1043;24/06/2013;;-1.07;-;5288
1043;03/09/2013;;-1.9;-;5359
1043;25/03/2015;;-1.26;-;5927
1043;21/09/2015;;-1.99;-;6107
1043;17/12/2015;;-2.12;-;6194
1043;23/03/2016;;-1.35;-;6291
1043;22/06/2016;;-1.1;-;6382
1043;27/05/2021;;-1.23;-;8182
1043;24/11/2021;;-2.13;-;8363
1044;18/06/2012;;-4.36;-;4917
1044;28/08/2012;;-4.68;-;4988
1044;16/10/2012;;-4.44;-;5037
1044;11/12/2012;;-3.81;-;5093
1044;19/02/2013;;-2.55;-;5163
1044;16/04/2013;;-2.4;-;5219
1044;18/06/2013;;-2.92;-;5282
1044;27/08/2013;;-2.93;-;5352
1044;12/03/2015;;-3.4;-;5914
1044;18/06/2015;;-3.03;-;6012
1044;16/09/2015;;-3.92;-;6102
1044;16/12/2015;;-4;-;6193
1044;21/03/2016;;-2.88;-;6289
1044;20/06/2016;;-2.83;-;6380
1044;25/05/2021;;-3.3;-;8180
1044;23/11/2021;;-4.27;-;8362
1045;18/06/2012;;-1.98;-;4917
1045;28/08/2012;;-2.92;-;4988
1045;16/10/2012;;-2.91;-;5037
1045;11/12/2012;;-1.97;-;5093
1045;19/02/2013;;-0.98;-;5163
1045;16/04/2013;;-1.09;-;5219
1045;18/06/2013;;-1.37;-;5282
1045;27/08/2013;;-2.25;-;5352
1045;12/03/2015;;-1.2;-;5914
1045;18/06/2015;;-1.47;-;6012
1045;16/09/2015;;-2.64;-;6102
1045;16/12/2015;;-2.64;-;6193
1045;21/03/2016;;-1.15;-;6289
1045;20/06/2016;;-1.02;-;6380
1045;24/05/2021;;-1.45;-;8179
1045;04/11/2021;;-2.55;-;8343
1046;27/06/2012;;-0.52;-;4926
1046;04/09/2012;;-0.55;-;4995
1046;22/10/2012;;-0.84;-;5043
1046;18/12/2012;;-0.33;-;5100
1046;25/02/2013;;-0.45;-;5169
1046;22/04/2013;;-0.27;-;5225
1046;24/06/2013;;-0.39;-;5288
1046;02/09/2013;;-0.67;-;5358
1046;06/05/2019;;-0.27;-;7430
1046;05/11/2019;;-0.38;-;7613
1046;27/05/2021;;-0.3;-;8182
1046;24/11/2021;;-0.66;-;8363
1068;27/06/2012;;-2.09;-;4926
1068;03/09/2012;;-2.38;-;4994
1068;22/10/2012;;-2.43;-;5043
1068;17/12/2012;;-1.8;-;5099
1068;25/02/2013;;-1.35;-;5169
1068;22/04/2013;;-1;-;5225
1068;24/06/2013;;-1.45;-;5288
1068;02/09/2013;;-1.85;-;5358
1068;19/09/2018;;-1.87;-;7201
1068;16/10/2018;;-1.94;-;7228
1068;23/11/2018;;-1.78;-;7266
1068;11/12/2018;;-1.69;-;7284
1068;16/01/2019;;-1.71;-;7320
1068;13/03/2019;;-1.87;-;7376
1068;08/04/2019;;-1.85;-;7402
1068;10/07/2019;;-1.84;-;7495
1068;11/09/2019;;-1.8;-;7558
1068;15/10/2019;;-2.2;-;7592
1068;20/11/2019;;-1.52;-;7628
1068;18/12/2019;;-1.24;-;7656
1068;19/02/2020;;-2.6;-;7719
1068;25/03/2020;;-1.7;-;7754
1068;19/05/2020;;-1.8;-;7809
1068;15/06/2020;;-1.9;-;7836
1068;13/07/2020;;-1.94;-;7864
1068;11/08/2020;;-2;-;7893
1068;16/09/2020;;;N.R.;7929
1068;14/10/2020;;-2.2;-;7957
1068;16/12/2020;;-1.85;-;8020
1068;28/01/2021;;-1.64;-;8063
1068;10/02/2021;;-1.58;-;8076
1068;10/03/2021;;-1.73;-;8104
1068;08/04/2021;;-1.77;-;8133
1068;05/05/2021;;-1.72;-;8160
1068;16/06/2021;;-1.69;-;8202
1068;01/07/2021;;-1.73;-;8217
1068;05/08/2021;;-1.9;-;8252
1068;08/09/2021;;-2;-;8286
1068;07/10/2021;;-2.1;-;8315
1068;04/11/2021;;-2.1;-;8343
1068;16/12/2021;;-2;-;8385
